,country,target,model,params,f1,accuracy,precision,recall,roc_auc
0,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.3866545689134447,0.5756356890779115,0.2800578938002013,0.6257142857142858,0.6525996583648513
1,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}",0.3907143359992136,0.5736841311495189,0.28186173716611124,0.6385064935064935,0.6542792518168072
2,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.39877891755352884,0.5934877688293667,0.2920862731532464,0.6295129870129871,0.6466515487755673
3,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.3989115551042868,0.5892166621421892,0.2907487438734753,0.6366558441558443,0.6476704240621107
4,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2}",0.3914424717835548,0.5946505595270412,0.28892616335071575,0.6076298701298701,0.6291653992985504
5,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5}",0.39497588273934187,0.5992956896811751,0.29200969467360394,0.6113636363636364,0.6327854571171402
6,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2}",0.39731355152009984,0.5841658371791391,0.288292609443244,0.6402597402597403,0.6518752577228166
7,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5}",0.40255038308062996,0.5826184659005218,0.29052882594162743,0.6565584415584416,0.649038394603007
8,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2}",0.39513237039953736,0.5923204536542694,0.2897543830247201,0.622077922077922,0.6471587639059472
9,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",0.3966652519347484,0.5899933640997796,0.28980330181910446,0.6294155844155844,0.6458574133275397
10,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2}",0.39196935279000333,0.5895982264048502,0.2875117630781078,0.6168506493506494,0.6266442826548664
11,Cambodia,if_emo_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5}",0.40182367530894,0.5954242451663498,0.29417854578639374,0.6348051948051948,0.636039027548075
0,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.32161741123825405,0.5989096009410912,0.21269086980299914,0.6621621621621621,0.6717764906000202
1,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}",0.32054761339838955,0.5996893192169637,0.2124343132927195,0.6567567567567568,0.6741765706471587
2,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.3067043189937099,0.596977649081531,0.2037736760170597,0.6216216216216217,0.6588265867677633
3,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.3160532659615428,0.6051322655566616,0.21066773551564766,0.6351351351351353,0.66612888701124
4,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2}",0.31858282964776685,0.6043525472807889,0.21166918918586952,0.645945945945946,0.6559396366749308
5,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5}",0.3113736624191918,0.6028051760021716,0.20774197362419064,0.6243243243243244,0.6570344758580052
6,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2}",0.3206679644911169,0.6004795946068228,0.2126594030963198,0.654054054054054,0.670215626980333
7,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5}",0.3283386021101748,0.6031822157874098,0.2170772841406725,0.6756756756756757,0.6743635696576874
8,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2}",0.3168530918660252,0.6093837661750067,0.21158408178544522,0.6324324324324324,0.6594979265567501
9,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",0.3229705835467876,0.6055017645461949,0.21447223876205088,0.6567567567567568,0.6652927279397869
10,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2}",0.31130812499188,0.6028081923204536,0.20755203919575754,0.6243243243243243,0.6533983345748053
11,Cambodia,if_phy_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5}",0.30824140389460364,0.5977603836756854,0.20485081834923385,0.6243243243243244,0.6556119714943246
0,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.1179185709786829,0.6082179591590504,0.06501528309512633,0.6363636363636364,0.6496626378714665
1,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}",0.10949309499048474,0.6237248514463246,0.06072477878363467,0.5609090909090908,0.6567415288446699
2,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.1153413658820536,0.6113187343528489,0.06365785970427507,0.6163636363636363,0.6486733025039476
3,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.10777663803918083,0.6109401864084697,0.059531031877464356,0.57,0.6444740700725421
4,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2}",0.11239014197583622,0.6074487979971647,0.06195295778527512,0.6072727272727273,0.6487652267087751
5,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5}",0.1122898923701328,0.6117259373209061,0.06199366129152065,0.5981818181818181,0.6449499715055743
6,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2}",0.11104878989737647,0.6047401441800139,0.06124696179392637,0.6,0.6553587181070203
7,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5}",0.1103783895117781,0.6113323077851175,0.06096216394094213,0.5890909090909091,0.6470380044403814
8,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2}",0.10439633331737126,0.6035683045274937,0.05758081604638583,0.56,0.6421709190639582
9,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",0.10446208595811379,0.606290531776913,0.05764068221630333,0.5590909090909091,0.6292291961010126
10,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2}",0.11139444863152784,0.6198443579766536,0.06167748254273836,0.5772727272727273,0.6465960366034647
11,Cambodia,if_sex_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5}",0.11247994651629747,0.6039664585407051,0.06201086912567866,0.6081818181818182,0.6424306042005532
0,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2}",0.44329567542679904,0.580289868186891,0.33643931123150245,0.6510176390773406,0.6572292623971606
1,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5}",0.4565981884222925,0.5961994389647994,0.34889130443762195,0.6616689280868384,0.6608455533395217
2,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2}",0.44811898178556325,0.5950351401079841,0.3450102496025835,0.6406151062867481,0.6503360655867102
3,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5}",0.45203350849228485,0.6043223840979699,0.35115784046498155,0.6360244233378561,0.6512624912138104
4,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2}",0.4344255921553907,0.5985189877235845,0.34043871177554863,0.6013116236996834,0.6380155485463371
5,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5}",0.44110887841875873,0.5915377190601152,0.3403330504644429,0.6285391225689734,0.6454525462387414
6,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2}",0.4545206173043145,0.5946324616173497,0.3473636280130351,0.6586160108548168,0.6594217497067653
7,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5}",0.4545740361588694,0.5981328989835006,0.3492042049479186,0.652464947987336,0.6602411889219222
8,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2}",0.4408886193787193,0.5946369860947727,0.34144494534674114,0.6239484396200814,0.6546913535162123
9,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5}",0.45536022752178296,0.6023904322384097,0.3514915808108984,0.6480551786521936,0.6544415520564716
10,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2}",0.45477667319984477,0.6136624136578892,0.35649640179763686,0.6284034373586612,0.6488467383034652
11,Cambodia,if_vio,BalancedRandomForest,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5}",0.4362331238150382,0.5977437939251349,0.3407732811775043,0.6074174581637268,0.649950613449688
0,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.38597248601198303,0.6132552106898319,0.29294720378010003,0.5678896103896103,0.6279798854269663
1,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3828088219923174,0.616746599101137,0.292672390284691,0.5553896103896103,0.6361969839225302
2,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.32656901079998824,0.7036346635296956,0.3190342818928954,0.3365584415584416,0.6160969320454213
3,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3363572058065055,0.6865803999638043,0.30879823437512716,0.37074675324675327,0.6097198525271246
4,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.22051605758881107,0.751747956444364,0.33642970391677285,0.1647077922077922,0.606268276150275
5,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.2513445246396294,0.7245980755889361,0.3000324542448566,0.21889610389610387,0.5929549417380161
6,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.3959893817039995,0.6132823575543692,0.29842722005256733,0.5915909090909091,0.6426920810923458
7,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3851512288158728,0.6020133924531715,0.28827634839105387,0.5822727272727273,0.6397460321771092
8,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.31500261600157675,0.6935556359907097,0.303244998125762,0.33100649350649347,0.6205266967583458
9,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3327834103693917,0.6838762706240763,0.3040974642720326,0.3690584415584416,0.6188889763360572
10,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.22316722386721347,0.7370162579555395,0.30287444009862013,0.17915584415584418,0.6018864007706191
11,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.28016478660648475,0.7280939884776642,0.3240207493153812,0.24782467532467528,0.6161947170702292
12,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.3989271004306378,0.6167767622839563,0.3010115334254968,0.5933441558441558,0.6407630147251178
13,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3865709140858594,0.6152052604590835,0.2949677397463063,0.5642857142857143,0.6412386103142332
14,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.32300301092409023,0.6974481947335083,0.31013367793321034,0.33824675324675324,0.608383379594117
15,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3352204247206202,0.6892920700992369,0.30950153957037835,0.3672727272727273,0.6306160129559754
16,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.20850151391002494,0.7525261665610955,0.331707656694508,0.15363636363636363,0.5977936987048459
17,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.30653146818684956,0.7451527765209784,0.3674080112458879,0.2642532467532467,0.6083920340925718
18,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.3885081641913975,0.6128661056314662,0.2940413111609284,0.575,0.6342945267433147
19,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3921447886246853,0.6121135342201308,0.2952978848061277,0.583961038961039,0.6349290236905463
20,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.33975091389679496,0.6955147347148071,0.3184445541839153,0.36548701298701297,0.6196775610442817
21,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3554962630457423,0.693549603354146,0.3246982751105353,0.395974025974026,0.6184313271228601
22,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.22787898126103268,0.7420580339637438,0.31955303713778044,0.17918831168831167,0.5948932307023806
23,Cambodia,if_emo_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.26458666365103484,0.7226615992519531,0.3095875638905034,0.2332467532467532,0.6031880700385309
0,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.3082804208903195,0.6609839230235576,0.21871967835350867,0.527027027027027,0.6531450465273995
1,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3168217644192646,0.6606023587608966,0.223058862395962,0.5486486486486487,0.6517700423582776
2,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.24347622488234894,0.778128676137906,0.24077014757882562,0.2486486486486487,0.6241813790343202
3,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.26968056860943085,0.7696075769915242,0.2504961481490414,0.2972972972972973,0.626966296819238
4,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.14215678089541695,0.8324329623261846,0.27440702271584627,0.0972972972972973,0.59547719768308
5,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.22106626647003402,0.8200268452327089,0.299158272755796,0.1783783783783784,0.596776935306347
6,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.3079152881682614,0.6423611739510754,0.21452092466315137,0.5513513513513513,0.6584464184464185
7,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3045518522668401,0.6497360721503334,0.21331362118393188,0.5351351351351352,0.6561793889735067
8,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.24816414132886883,0.7699876330950441,0.23460753970097828,0.2648648648648649,0.6191216772099125
9,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.2641939471928857,0.7537040388501794,0.2320594662165198,0.3081081081081081,0.6282803762215527
10,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.1492187034951365,0.8270050975778963,0.24789707025001145,0.10810810810810811,0.6058909135379723
11,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.1883754371288421,0.8064473803275721,0.2348084855373858,0.15945945945945947,0.6107598085539262
12,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.30785404817881523,0.6536271227339909,0.2165024348337965,0.5351351351351352,0.6561711897006015
13,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3194602877090601,0.6609824148644166,0.22444363788986593,0.5567567567567567,0.6541983056688939
14,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.2434720338570572,0.7723207552860978,0.23113278437929843,0.2621621621621622,0.61343927535104
15,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.24716909724010683,0.7657391487949808,0.23080826742517946,0.2702702702702703,0.6236131833190657
16,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.138811880776261,0.8347630681989562,0.2685987473139176,0.0972972972972973,0.6048431854314208
17,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.16815580030074478,0.8091469851898772,0.22620495585692552,0.13513513513513514,0.6032703981233393
18,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.3166223758380866,0.6571049377130276,0.22194825306108842,0.5540540540540542,0.6617370507076389
19,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3102005649756999,0.6528458962989776,0.21795548303001383,0.5432432432432432,0.6518103716633129
20,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.2667653837107786,0.7765752722227249,0.25480173906874126,0.2837837837837838,0.6411817514758692
21,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.27105629009240334,0.7730914246071245,0.25207413859852884,0.29459459459459464,0.6274581142228202
22,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.13567977505757717,0.8219572889331281,0.21703778918020405,0.1,0.5943978120448709
23,Cambodia,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.16707442160532943,0.8138283111633939,0.2333370974210383,0.13243243243243244,0.6019433388551036
0,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.1171319393680444,0.7940397550749555,0.07099286750872691,0.3372727272727273,0.6242229332636804
1,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.11433855648811882,0.7920731155551535,0.0700719144595214,0.3181818181818181,0.618243771296615
2,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.05173546611627108,0.9259086658824239,0.058763736263736266,0.04727272727272728,0.5868301583815166
3,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.061304777094250786,0.9294000542937291,0.06818181818181819,0.05636363636363636,0.5715331188336282
4,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.0,0.9542303863903718,0.0,0.0,0.5484330366153372
5,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.015384615384615385,0.9526754743160499,0.05,0.00909090909090909,0.582302587056407
6,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.13191631080172067,0.7781181190239195,0.07871685328617241,0.41,0.6296782356014105
7,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.10873718411498486,0.772313214490393,0.06548652882129055,0.3345454545454546,0.6224845432581001
8,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.059820261437908494,0.9336802099357524,0.07833333333333332,0.049090909090909095,0.5414955047075166
9,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.02647342995169082,0.9193165022773204,0.026096491228070173,0.028181818181818186,0.5937241843470621
10,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.0,0.9550070883479626,0.0,0.0,0.5959042973155877
11,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.014285714285714287,0.9507389979790668,0.025,0.01,0.5605752312203924
12,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.12204579764201015,0.7901351310590293,0.07383100087317623,0.3563636363636363,0.5890439081292224
13,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.11297068563985271,0.8029424184839984,0.06925177480669473,0.31363636363636366,0.6447959754591758
14,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.0472473604826546,0.9398832684824903,0.07197802197802197,0.038181818181818185,0.5627609911311099
15,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.07681159420289856,0.9286233523361386,0.08269230769230769,0.07454545454545455,0.6105467442150381
16,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.0,0.9557792658281302,0.0,0.0,0.5596915923634939
17,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.01666666666666667,0.953844297650288,0.05,0.01,0.5852181233452455
18,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.12029909318863466,0.7827722981328991,0.07223815710694834,0.3672727272727273,0.603804272976599
19,Cambodia,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.11380765796485877,0.7777275058064127,0.0684477189561605,0.34363636363636363,0.6234170678642241
