,country,target,model,params,f1,accuracy,precision,recall,roc_auc
11,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.2909116594732769,0.7952742342967449,0.28997246288074086,0.29213114754098357,0.6536079211099023
12,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.33707333187677607,0.6857197343723591,0.24247582161113984,0.5550819672131148,0.6833809706769833
13,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.34176262079299846,0.6859078353927036,0.24468716192999934,0.5675409836065575,0.6833739393879711
14,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.33677018667899805,0.7387754085381583,0.26541375871827266,0.4609836065573771,0.6784193227103523
15,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3358525947174079,0.7373607589869499,0.2639358852814647,0.46196721311475414,0.6737360230687157
16,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.26499007183511936,0.8067336295624171,0.29274110778112145,0.24229508196721308,0.6426141972950749
17,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.288925699081825,0.8014514335530588,0.2984053700751076,0.280327868852459,0.6435895979298356
18,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.3370175177435365,0.6819929634472881,0.2407416728012665,0.5619672131147542,0.6839657392646635
19,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3324444053147303,0.6818986238246466,0.2383483841421369,0.5504918032786886,0.6823932087108604
20,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.3387520885141435,0.7405201355715085,0.2674359687359661,0.46229508196721314,0.6769886184335261
21,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3381893240983446,0.7390580048570894,0.26624955752064117,0.4636065573770492,0.6778629734717925
22,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.2632459616269641,0.804140401910811,0.2873193065767141,0.24327868852459017,0.6388279953330982
23,Five_countries,if_phy_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.2823634671345729,0.7952270422460035,0.2845675121848247,0.28065573770491803,0.6515706739294307
0,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.13156056211889117,0.68237239020398,0.07455943836068028,0.5605372405372405,0.6728190759985136
1,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.12878359803938783,0.6898689208543496,0.07322344833146753,0.5351892551892552,0.6668722883197811
2,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.13221192389887748,0.8299379964950674,0.084863288573959,0.3028571428571428,0.6408849429546916
3,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.12568505793843596,0.8365399242080542,0.08182509553300593,0.2731013431013431,0.6412326983698331
4,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.05616967225872138,0.9347763381459439,0.07573584241756201,0.04515262515262515,0.5948015007660639
5,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.06805138916590918,0.9288809790682573,0.07964461809043352,0.060610500610500606,0.6101903838195151
6,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.13262519846907658,0.6893496748596692,0.07536666632155006,0.554078144078144,0.677153191310135
7,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.13218901128286178,0.6783628228051917,0.07474917520708456,0.5715995115995115,0.6805663575464747
8,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.12663179247676107,0.8351717995249659,0.08214611540174138,0.2786202686202686,0.6437404167328953
9,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.1337559527207497,0.8290875388077893,0.08577086210593939,0.30615384615384617,0.6384411973887607
10,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.06123906410410477,0.9333613105245835,0.08239530360754808,0.05069597069597069,0.6001010058243124
11,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.07189273809124226,0.926995343065304,0.07975839951544919,0.06610500610500611,0.6012253480484306
12,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.13713679839455178,0.6834102372501402,0.07765587960526063,0.5870695970695972,0.67700082049188
13,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.12951292132737327,0.6796819318050403,0.0733605201638923,0.5551404151404151,0.6718712687130457
14,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.12218822042497053,0.8368682447759601,0.07976412598707219,0.2631990231990232,0.6390710175488137
15,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.12773472872373476,0.833711937231459,0.08259950801595364,0.2841269841269841,0.6377591349596451
16,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 10}",0.047179679356814865,0.9337866394456157,0.05943195872228131,0.039645909645909645,0.6138834727697596
17,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 10}",0.076107994734384,0.9283628450446123,0.08648980384022548,0.06831501831501832,0.5987977394804098
18,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 10}",0.12961902708737078,0.6811464198980545,0.07347113151078048,0.5528571428571428,0.669890350064984
19,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.13568881430423907,0.6885035538594291,0.07704406067160692,0.5705616605616605,0.675905767973045
20,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 10}",0.1230582871631313,0.8304576872781618,0.07915630345787,0.2797069597069597,0.6361014893667284
21,Five_countries,if_sex_vio,WeightedRandomForest,"{'class_weight': 'balanced_subsample', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.13176919678501214,0.8324846103208703,0.084961792586083,0.2962271062271062,0.648266542554897
